movieCode,title,summary,genres
926393,더 이퀄라이저 3,전직 특수 요원이 우연히 마주치게 된 이탈리아 마약조직 일당과 사투를 벌이는 내용을 다룬 영화,"액션, 스릴러, 범죄"
695721,헝거게임: 노래하는 새와 뱀의 발라드,반란의 불씨를 잠재우기 위해 시작된 잔인한 서바이벌 헝거게임. 헝거게임 10회를 맞아 ‘멘토제’가 도입되고 ‘스노우’는 12구역의 소녀 ‘루시 그레이’의 멘토가 된다. 그는 몰락한 가문의 영광을 되찾기 위해 ‘루시 그레이’를 헝거게임에서 우승 시키려 수단과 방법을 가리지 않는데…,"액션, 로맨스, 드라마"
960481,쿠툴룬: 전쟁의 여신,"역사상 가장 위대한 여전사의 실화 황금 경전을 되찾아 천하를 평정하라. 칭기즈칸의 후예 ‘쿠툴룬’ 공주 운명을 거스르고 여전사로 깨어난다. 공주는 제국의 영광을 위해, 잃어버린 황금 경전을 찾아 5인의 결사단과 험난한 전장으로 떠나는데…","역사, 액션, 드라마"
606870,더 서바이버,해리 해프트는 독일 수용소 캠프의 상상할 수 없는 끔찍한 환경에서 살아남으려 한다. 독일군 장교(빌리 마그누센)는 해리가 동료 죄수와 무자비한 죽음의 복싱경기를 하도록 내몬다. 해리는 마침내 탈출해 뉴욕으로 간다. 생존에 대한 죄의식과 기억에 사로잡힌 그는 로키 마르시아노처럼 복싱의 전설이 되기 위해 싸우고 그의 첫 사랑을 다시 찾으려 한다.,"역사, 액션, 드라마"
615656,메가로돈 2,"전 세계에서 가장 깊은 마리아나 해구, 역사상 가장 거대하고 무자비한 포식자가 도사리는 그곳에서 강철 다이버 ‘조나스’(제이슨 스타뎀)가 더 맹렬하게 돌아온 ‘메가로돈’과 짜릿한 대결을 펼치는 액션 어드벤처","액션, SF, 공포"
502356,슈퍼 마리오 브라더스,따단-딴-따단-딴 ♫ 전 세계를 열광시킬 올 타임 슈퍼 어드벤처의 등장! 뉴욕의 평범한 배관공 형제 '마리오'와 ‘루이지’는 배수관 고장으로 위기에 빠진 도시를 구하려다 미스터리한 초록색 파이프 안으로 빨려 들어가게 된다. 파이프를 통해 새로운 세상으로 차원 이동하게 된 형제. 형 '마리오'는 뛰어난 리더십을 지닌 '피치'가 통치하는 버섯왕국에 도착하지만 동생 '루이지'는 빌런 '쿠파'가 있는 다크랜드로 떨어지며 납치를 당하고 ‘마리오’는 동생을 구하기 위해 ‘피치’와 ‘키노피오’의 도움을 받아 '쿠파'에 맞서기로 결심한다. 그러나 슈퍼스타로 세상을 지배하려는 그의 강력한 힘 앞에 이들은 예기치 못한 위험에 빠지게 되는데...!,"애니메이션, 가족, 모험, 판타지, 코미디"
565770,블루 비틀,"대학 졸업 후 미래에 대한 열망을 가득 안고 고향에 돌아온 하이메. 하지만 그간 하이메 가족은 많은 변화를 겪고 집에서 쫓겨날 위기에 처해있다. 자신의 존재 목적을 찾기 위해 노력하던 어느 날, 하이메는 고대 외계 유물 스캐럽을 우연히 손에 넣게 되고 그의 운명은 변화를 맞이한다.","액션, SF, 모험"
116776,드래곤볼: 손오공의 신비한 대모험 (극장판 3기),"미팡제국의 황제 차오즈의 신부 란란이 없어지자, 학도사는 그것을 찾는다는 핑계로 드래곤볼을 찾는다.  학도사의 명령을 받은 병사들은 백성들에게 드래곤볼을 찾으라며 강제로 일을 시킨다.  학대받는 마을 사람들을 보다 못한 보라는 아들 우파와 함께 무술대회에 참가하여 황제에게 호소하기로 한다.  한편, 무천도사의 제자가 된 손오공과 크리링은 그동안 수련한 결과를 시험하기 위해 미팡제국의 무술대회에 참가한다.  그곳에서 손오공은 보라와 우파를 만나고, 그들을 돕기로 결심한다.  그런데 무술대회 도중에 보라는 숨을 거두고, 손오공은 도백백에 의해 위기에 처하는데...  하지만 손오공은 결국 도백백을 물리치고, 신룡을 불러내어 보라를 다시 살려낸다.","액션, 애니메이션"
609681,더 마블스,"강력한 힘으로 은하계를 수호하는 최강 히어로 캡틴 마블 캐럴 댄버스. 캡틴 마블의 오랜 친구의 딸이자, 빛의 파장을 조작하는 히어로 모니카 램보. 최애 히어로 캡틴 마블의 열렬한 팬인 미즈 마블 카말라 칸. 캡틴 마블에 대한 복수를 꿈꾸는 냉혹한 크리족 리더 다르-벤의 영향으로 세 명의 히어로는 능력을 사용할 때마다 서로의 위치가 뒤바뀌게 된다. 뜻하지 않게 우주와 지구를 넘나들게 되는 예측 불가하고 통제 불가한 상황 속, 다르-벤은 지구를 포함해 캡틴 마블이 고향이라고 부르는 수많은 행성을 모두 파멸시키려 하고, 이를 저지하기 위해 모인 팀 마블스는 하나로 힘을 모으는데…","SF, 모험, 액션"
709631,노크: 더 하우스,"이제 막 여덟 살이 된 소년 ‘피터’ . 밤이 찾아오면, 방에서 의문의 노크 소리가 들려왔고, 끔찍한 공포에 사로잡힌 피터는 부모님 ‘마크’와 ‘캐롤’에게 이 사실을 알린다..  하지만 그들이 피터의 방에 들어선 순간 아무런 소리도 들리지 않아 대수롭지 않게 여긴다. 다음 날 저녁, 피터는 또다시 방에서 의문의 노크 소리를 듣게 되고 소리가 나는 방향으로 한 발자국 씩 다가간다. 그리고 방 벽지를 뜯어보니 자그마한 구멍이 뚫려 있었고, 벽 너머로 정체를 알 수 없는 ‘무언가’의 목소리가 들려오는데…",공포
709631,노크: 더 하우스,"이제 막 여덟 살이 된 소년 ‘피터’ . 밤이 찾아오면, 방에서 의문의 노크 소리가 들려왔고, 끔찍한 공포에 사로잡힌 피터는 부모님 ‘마크’와 ‘캐롤’에게 이 사실을 알린다..  하지만 그들이 피터의 방에 들어선 순간 아무런 소리도 들리지 않아 대수롭지 않게 여긴다. 다음 날 저녁, 피터는 또다시 방에서 의문의 노크 소리를 듣게 되고 소리가 나는 방향으로 한 발자국 씩 다가간다. 그리고 방 벽지를 뜯어보니 자그마한 구멍이 뚫려 있었고, 벽 너머로 정체를 알 수 없는 ‘무언가’의 목소리가 들려오는데…",공포
988591,Mega Lightning,,"액션, 공포, SF"
980489,그란 투리스모,"레이싱 게임 ‘그란 투리스모’의 덕후 ‘잔 마든보로’ 스피드라고는 게임으로만 만족해야 했던 그에게 레이싱 선수 발굴을 목표로 만들어진 ‘그란 투리스모 콘테스트’라는 기회가 찾아온다. 앉아서 게임만 하던 그의 앞에 닥친 혹독한 훈련과 치열한 경쟁.뛰어난 잠재력을 입증해 프로 레이싱 팀에 합류하는데 성공하지만 상대팀 선수들은 게이머 출신인 그를 인정하지 않고, 프로 레이싱의 세계는 그를 더욱 거칠게 몰아붙이는데...  리셋 버튼 없는 목숨을 건 실전! 게이머에서 레이서가 된 소년의 흥미로운 스토리가 스크린에서 펼쳐진다!","모험, 액션, 드라마"
346698,바비,"원하는 무엇이든 될 수 있는 바비랜드에서 살아가던 바비가 현실 세계와 이어진 포털의 균열을 발견하게 되고, 이를 해결하기 위해 켄과 예기치 못한 여정을 떠나면서 펼쳐지는 이야기","코미디, 모험, 판타지"
667538,트랜스포머: 비스트의 서막,"전 우주의 행성을 집어삼키는 절대자, ‘유니크론’의 부하 ‘스커지’는 ‘테러콘’들을 이끌고 지구에 당도한다. 그에 맞서기 위해 지구에 정체를 숨기고 있던 트랜스포머 ‘오토봇’ 군단이 모습을 드러내고 또 다른 트랜스포머 진영인 ‘맥시멀’과 힘을 합친다. 옵티머스 프라임이 이끄는 ‘오토봇’과 옵티머스 프라이멀을 중심으로 한 ‘맥시멀’. 모두의 운명을 건 그들의 압도적 전투가 시작된다!","액션, 모험, SF"
976573,엘리멘탈,"불, 물, 공기, 흙 4개의 원소들이 살고 있는 엘리멘트 시티. 재치 있고 불처럼 열정 넘치는 앰버는 어느 날 우연히 유쾌하고 감성적이며 물 흐르듯 사는 웨이드를 만나 특별한 우정을 쌓으며, 지금껏 믿어온 모든 것들이 흔들리는 새로운 경험을 하게 되는데...","애니메이션, 코미디, 가족, 판타지, 로맨스"
76600,아바타: 물의 길,"판도라 행성에서 제이크 설리와 네이티리가 이룬 가족이 겪게 되는 무자비한 위협과 살아남기 위해 떠나야 하는 긴 여정과 전투, 그리고 견뎌내야 할 상처에 대한 이야기를 그렸다. 살아남기 위해 설리 가족이 숲에서 바다로 터전을 옮기면서 겪게 되는 화합의 과정, 그리고 곳곳에서 도사리는 새로운 위협까지 역경 속에서 더 아름답게 펼쳐진다.","SF, 모험, 액션"
893723,퍼피 구조대: 더 마이티 무비,"신비한 힘을 가진 유성이 어드벤처 시티에 떨어진 날, 퍼피 구조대는 유성에서 나온 크리스탈 덕분에 초능력을 가진 ‘퍼피 히어로즈’로 변신한다. 하지만 악당 ‘험딩어 시장’과 미치광이 과학자 ‘빅토리아’는 초능력의 원천인 크리스탈을 빼앗아 어드벤처 시티를 지배하려 하는데..! 작고 약하게 태어났지만 오랫동안 큰 꿈을 키워 온 ‘스카이’와 퍼피 히어로즈는 주니어 구조대원들과 함께 어드벤처 시티를 지켜낼 수 있을까?","애니메이션, 가족, 액션, SF, 코미디"
1022796,위시,"마음 속 깊이 ‘소원’을 품고 있는 모두를 위한 디즈니의 마법! 용감한 ‘아샤’와 신비로운 ‘별’의 특별한 여정 & 소원과 얽힌 비밀스러운 힘을 지닌 ‘매그니피코 왕’의 숨겨진 스토리까지! 2024년 1월, 믿고 듣는 디즈니표 명품 OST와 함께 아름다운 로사스 왕국에서 펼쳐지는 가슴 벅찬 이야기!","애니메이션, 가족, 판타지, 모험"
660521,리전맥스,남미에서 동료의 공격으로 죽음의 위기에 처했으나 신부의 도움으로 살아나 새로운 삶을 영위하려던 용병 맥스의 용병시절의 활약상과 새로운 삶을 살려는 맥스를 방해하는 옛 동료 용병들에 대응하여 싸운다.,액션
1060090,콜렉티브,,"액션, 스릴러"
1186957,'벨벳 토끼' - The Velveteen Rabbit,"7살 남자아이 윌리엄이 크리스마스 선물로 새 장난감을 받는다. 윌리엄은 평생의 친구를 만나고, 신비한 경험을 하게 된다.","애니메이션, 가족, 판타지"
1134754,172 Days,,"드라마, 로맨스"
569094,스파이더맨: 어크로스 더 유니버스,"여러 성장통을 겪으며 새로운 스파이더맨이 된 마일스 모랄레스. 그 앞에 다른 평행세계의 스파이더우먼 그웬이 다시 나타난다. 모든 차원의 멀티버스 속 스파이더맨들을 만나게 되지만, 질서에 대한 신념이 부딪히며 예상치 못한 균열이 생기는데… 상상 그 이상을 넘어서는 멀티버스의 세계가 열린다!","애니메이션, 액션, 모험, SF"
951491,쏘우 X,"존은 암을 치료할 수 있는 기적을 기대하며 위험하고 실험적인 의료 시술을 받기 위해 멕시코로 떠났지만, 이 모든 수술이 가장 취약한 사람들을 속이기 위한 사기라는 사실을 알게 된다","공포, 스릴러"
634649,스파이더맨: 노 웨이 홈,미스테리오의 계략으로 세상에 정체가 탄로난 스파이더맨 피터 파커는 하루 아침에 평범한 일상을 잃게 된다. 문제를 해결하기 위해 닥터 스트레인지를 찾아가 도움을 청하지만 뜻하지 않게 멀티버스가 열리면서 각기 다른 차원의 불청객들이 나타난다. 닥터 옥토퍼스를 비롯해 스파이더맨에게 깊은 원한을 가진 숙적들의 강력한 공격에 피터 파커는 사상 최악의 위기를 맞게 되는데…,"액션, 모험, SF"
968051,더 넌 2,"1956년, 프랑스의 한 성당에서 신부가 끔찍하게 살해당한다. 이 사건을 조사하기 위해 파견된 아이린 수녀는 4년 전 자신을 공포에 떨게 했던 악마의 기운을 느낀다. 어두운 밤, 계속해서 일어나는 의문의 사건들 가운데 충격적인 진실이 드러나는데…","공포, 미스터리, 스릴러"
652810,몽골리안 커넥션,인신매매단 체포를 위하여 잠입수사중인 FBI의 웨이드 요원은 미스터리한 카자흐스탄인 범죄조직원 세릭을 체포한다. 웨이드 요원은 몽골 경찰의 간즈 형사와 힘을 합쳐 세릭을 몽골로 데리고 가 거대 인신매매조직 보스의 범죄사실을 증언하게 만들려고 하는데…,액션
1160195,Welcome al Norte,,코미디
762430,레트리뷰션,"대규모 자금을 운용하는 펀드 매니저 ‘매트’(리암 니슨)에게 걸려온 한 통의 미확인 발신자 전화!  그의 요구는 2억 8천만 유로를 송금할 것, 전화를 끊거나 차를 멈추지 말 것!","액션, 스릴러, 범죄"
603692,존 윅 4,"죽을 위기에서 살아난 존 윅은 최고 회의를 쓰러트릴 방법을 찾아낸다. 비로소 완전한 자유의 희망을 보지만, 빌런 그라몽 후작과 전 세계의 최강 연합은 존 윅의 오랜 친구까지 적으로 만들어 버리고, 새로운 위기에 놓인 존 윅은 최후의 반격을 준비하는데...","액션, 스릴러, 범죄"
652810,몽골리안 커넥션,인신매매단 체포를 위하여 잠입수사중인 FBI의 웨이드 요원은 미스터리한 카자흐스탄인 범죄조직원 세릭을 체포한다. 웨이드 요원은 몽골 경찰의 간즈 형사와 힘을 합쳐 세릭을 몽골로 데리고 가 거대 인신매매조직 보스의 범죄사실을 증언하게 만들려고 하는데…,액션
807172,엑소시스트: 믿는 자,"한날한시에 동시에 사라졌던 앤젤라와 캐서린.  기억이 전부 사라진 채 상처투성이 몸으로 돌아온 두 아이는  이상증세를 보이며 날이 갈수록 섬뜩하게 변해간다. 마침내 두 아이의 몸을 동시에 차지한 악마가 존재를 드러내고, 한 명을 살리면 한 명이 죽는다는 충격적인 사실이 밝혀지는데…",공포
298618,플래시,"시공간이 붕괴된 세계, 차원이 다른 히어로가 온다! 빛보다 빠른 스피드, 물체 투과, 전기 방출, 자체 회복, 천재적인 두뇌까지 갓벽한 능력을 자랑하지만 존재감은 제로, 저스티스 리그에서 궂은일을 도맡아 하는 히어로 ‘플래시’. 어느 날 자신에게 빛보다 빠른 속도로 달리면 시공간 이동 능력이 있음을 알게 된 그는 ‘브루스 웨인’의 만류를 무시한 채 끔찍한 상처로 얼룩진 과거를 바꾸기 위해 시간을 역행한다. 의도치 않은 장소에 불시착한 ‘플래시’는 멀티버스 세상 속 또 다른 자신과 맞닥뜨리고 메타 휴먼이 흔적도 없이 사라지고 모든 것이 뒤엉킨 세상과 마주하게 된다. ‘플래시’는 자신이 알던 모습과 전혀 달라진 나이 들고 은퇴한 ‘배트맨’과 크립톤 행성에서 온 ‘슈퍼걸’의 도움으로 외계의 침공으로부터 시간과 차원이 붕괴된 지구를 구하려 나서는데…","액션, 모험, SF"
447365,가디언즈 오브 갤럭시 Volume 3,"가모라를 잃고 슬픔에 빠져 있던 피터 퀼이 위기에 처한 은하계와 동료를 지키기 위해 다시 한 번 가디언즈 팀과 힘을 모으고, 성공하지 못할 경우 그들의 마지막이 될지도 모르는 미션에 나서는 이야기.","SF, 모험, 액션"
131631,헝거게임: 모킹제이,"헝거게임이 끝나고 캣니스의 고향인 12구역이 캐피톨의 폭격으로 파괴되자 그녀는 절망감으로 괴로워한다. 12구역의 생존자들이 13구역에 있다는 것을 알게 된 캣니스는 반정부 세력의 중심이 된다. 어떤 공격도, 어떤 감시도 피할 수 있는 전설의 13구역을 다스리는 대통령 코인은 캣니스에게 혁명의 불꽃이자 반군의 상징인 모킹제이가 되어달라고 부탁하고, 모두의 희망이 된 캣니스는 이제 세상을 구할 반격을 시작한다.","SF, 모험, 스릴러"
1034940,어쩌다 벼락부자,돈이 간절히 필요한 사기꾼이 암호 화폐 부자인 여자를 만난다. 그녀는 과연 꿈의 작업 대상일까? 아니면 이번엔 사기꾼이 사기를 당하게 될까?,"코미디, 로맨스"
1010581,나의 잘못,노아는 남자 친구와 친구들이 있는 동네를 뒤로하고 엄마의 새 부자 남편 저택으로 이사를 가게 된다. 의붓오빠 닉과는 첫 만남부터 삐걱댔지만 곧 서로에게 이끌려 금지된 관계를 맺는다. 반항심과 고뇌로 가득 찬 그들의 인생은 송두리째 흔들리고 둘은 결국 뜨거운 사랑에 빠진다.,"드라마, 로맨스"
939335,Muzzle,,"액션, 범죄, 드라마, 스릴러"
978870,아모레의 마지막 밤,,"스릴러, 범죄"
299536,어벤져스: 인피니티 워,"타노스는 6개의 인피니티 스톤을 획득해 신으로 군림하려 한다. 그것은 곧 인류의 절반을 학살해 우주의 균형을 맞추겠다는 뜻. 타노스는 닥터 스트레인지가 소유한 타임 스톤, 비전의 이마에 박혀 있는 마인드 스톤을 차지하기 위해 지구를 침략한다. 아이언맨과 스파이더맨은 가디언즈 오브 갤럭시의 멤버들과 타노스를 상대한다. 지구에선 캡틴 아메리카, 완다, 블랙 위도우, 블랙 팬서 등이 비전을 지키기 위해 뭉친다.","모험, 액션, SF"
315162,장화신은 고양이: 끝내주는 모험,"아홉 개의 목숨 중 단 하나의 목숨만 남은 장화신은 고양이.  마지막 남은 목숨을 지키기 위해 히어로의 삶 대신 반려묘의 삶을 선택한 그에게 찾아온 마지막 기회, 바로 소원을 들어주는 소원별이 있는 곳을 알려주는 지도!  잃어버린 목숨을 되찾고 다시 히어로가 되기를 꿈꾸는 장화신은 고양이는 뜻밖에 동료가 된 앙숙 파트너 '키티 말랑손', 그저 친구들과 함께라면 모든 게 행복한 강아지 '페로'와 함께 소원별을 찾기 위해 길을 떠난다.  그리고 소원별을 노리는 또 다른 빌런들과 마주치게 되는데…","모험, 판타지, 애니메이션, 코미디, 가족, 액션"
505642,블랙 팬서: 와칸다 포에버,"국왕이자 블랙 팬서인 티찰라의 죽음 이후 수많은 강대국으로부터 위협을 받게 된 와칸다. 라몬다, 슈리 그리고 나키아, 오코예, 음바쿠는 각자 사명감을 갖고 와칸다를 지키기 위해 외로운 싸움을 이어간다. 한편, 비브라늄의 패권을 둘러싼 미스터리한 음모와 함께 깊은 해저에서 모습을 드러낸 최강의 적 네이머와 탈로칸의 전사들은 와칸다를 향해 무차별 공격을 퍼붓기 시작하는데…","액션, 모험, SF"
820525,애프터 에브리씽,,"로맨스, 드라마"
554600,스페셜포스: 써지컬 스트라이크,2016년 9월 인도령 카슈미르 우리(URI) 지역 근처에서 파키스탄의 무장단체 소행으로 추정되는 매복공격으로 19명의 인도군과 민간인이 죽고80명이 부상당하는 일이 발생한다. 이 영화는 무장단체 공격을 보복하는 인도 특수부대를 조명하며 역동적인 전투와 액션을 보여준다.,"액션, 드라마, 전쟁"
459003,마브카 : 숲의 노래,"오랜 전쟁의 끝, 서로의 문을 닫아 버린 마법의 숲과 인간 세상. 숲의 정령이자 대자연의 새로운 수호자, 마브카는 어느 날 순수한 마음을 지닌 인간 청년 루카스와 사랑에 빠진다. 하지만 악당 킬리나는 사랑에 빠진 마브카의 마음을 이용해 숲을 파괴하고 숲의 심장을 차지하려는 음모를 꾸미는데…","애니메이션, 모험, 가족, 판타지"
913604,SAS: 레니게이드 인 런던,"전직 특수 부대 소총수 '버튼'은 여러 나라에서 전쟁을 치른 후 고국으로 돌아오지만, 참혹했던 전쟁의 기억으로 끝없는 악몽에 시달리다 결국엔 공원을 전전하며 노숙생활을 한다. 그러던 어느 날, 버튼은 아버지의 친구이자 전직 특수 부대 소령 '팩'을 만난다. 참전 용사들의 상처를 치유하기 위해 모임을 만들어 적극적으로 돕던 팩은 버튼을 보자마자 그에게 흔쾌히 방을 내어준다. 모임이 끝난 뒤, 딸을 도와주러 가야 한다며 사라진 그는 의문의 갱들에게 살해당한 채 주검으로 발견되는데...","액션, 범죄, 스릴러"
335977,인디아나 존스: 운명의 다이얼,"1969년 뉴욕, 전설적인 모험가이자 고고학자 인디아나 존스 앞에 대녀 헬레나와 오랜 숙적 위르겐 폴러의 세력이 등장한다. 그들의 목표는 단 하나, 운명의 다이얼. 역사의 흐름을 바꿀 수 있는 다이얼을 차지하려는 쫓고 쫓기는 위협 속에 인디아나 존스는 전 세계를 무대로 하는 새로운 모험에 뛰어드는데…","모험, 액션"
109445,겨울왕국,"서로가 최고의 친구였던 자매 엘사와 안나. 하지만 언니 엘사에게는 하나뿐인 동생에게조차 말 못할 비밀이 있다. 모든 것을 얼려버리는 신비로운 힘이 바로 그 것. 엘사는 통제할 수 없는 자신의 힘이 두려워 왕국을 떠나 북쪽 산으로 도망치고, 홀로 그곳에서 얼음 궁전을 지어 지내게 된다. 한편 얼어버린 왕국의 저주를 풀기 위해 안나는 언니를 찾아 나서고, 그 과정에서 안나는 까칠한 매력의 얼음장수 크리스토프와 만나 영원히 얼어붙은 왕국을 구해내기 위해 함께 고군분투한다.","애니메이션, 가족, 모험, 판타지"
1008042,톡 투 미,"실시간트렌드 #90초빙의챌린지 #넘사벽스릴 #주작아님  STEP 1. 촛불을 켜고 저승의 문을 연다.  STEP 2. 몸을 묶고 ‘죽은 자의 손’을 잡는다.  STEP 3. “내게 말해”라고 속삭인다.  STEP 4. 나타난 귀신에게 “널 들여보낸다”라고 말하면 빙의 완료.  ※ 경고 ※ 단, 90초 안에 깨울 것. 반드시 촛불을 꺼 문을 닫을 것. SNS에서 핫한 빙의 챌린지에 중독된 '미아'와 친구들. 위험한 게임을 이어가던 중 친구 '라일리'가 '미아'의 죽은 엄마에게 빙의되자 '미아'는 이성을 잃고 마의 90초를 넘기고 마는데! 죽음보다 끔찍하게, 당신을 무자비하게 뒤흔들 공포가 시작된다! #ㅌㅌㅁ #ㄷㄷㄷ","공포, 스릴러"
835767,더 피스메이커,의문의 러시아 총잡이가 작은 동부 텍사스 마을에 침입한 피에 굶주린 무법자 갱단인 지옥의 개에 맞서 싸우는 보안관과 연방 집행관을 돕는다.,"서부, 액션"
9381,바빌론  A.D.,"거대한 전쟁으로 인해 죽음과 가난이 팽배하고 혼란이 넘쳐나는 미래의 도시. 사람들은 하나 둘씩 정착할 곳을 찾아 피난길에 오른다. 총 하나만으로도 모든 일을 완벽하게 해결하는 전문 킬러 투롭(빈 디젤)은 어느 날, 정체불명의 조직으로부터 엄청난 액수의 돈과 새로운 인생을 보장받을 수 있는 특별한 미션을 부여받는다. 바로 6일 안에 한 여자를 미국으로 데려가는 것. 그는 신비스러운 능력을 지닌 여인 오로라(멜라니 티에리)와 그녀의 보호자인 수녀 레베카(양자경)를 데리고 미국으로 향하지만 도처에서 그녀를 노리는 괴한들의 무차별 공격을 받게 된다. 무너져가고 있는 이 세계를 구원할 유일한 존재가 오로라라는 것을 알아챈 투롭. 그는 과연 정체를 알 수 없는 거센 공격 속에서 그녀를 지켜낼 수 있을 것인가?","액션, 모험, SF, 스릴러"
361743,탑건: 매버릭,최고의 파일럿이자 전설적인 인물 매버릭은 자신이 졸업한 훈련학교 교관으로 발탁된다. 그의 명성을 모르던 팀원들은 매버릭의 지시를 무시하지만 실전을 방불케 하는 상공 훈련에서 눈으로 봐도 믿기 힘든 전설적인 조종 실력에 모두가 압도된다. 매버릭의 지휘 아래 견고한 팀워크를 쌓아가던 팀원들에게 국경을 뛰어넘는 위험한 임무가 주어지자 매버릭은 자신이 가르친 동료들과 함께 마지막이 될지 모를 하늘 위 비행에 나서는데...,"액션, 드라마"
1151534,노웨어,망망대해에서 표류하는 컨테이너. 물이 새어 들어오는 이곳에서 한 여성이 식량 한 캔과 칼 한 자루만으로 생존을 위한 사투를 벌인다. 믿을 것은 오직 자신뿐.,"스릴러, 드라마"
251387,악녀: 더 킬러,메이는 조직의 보스로부터 도망쳐 스트립 댄서로 숨어 살지만 보스는 부하들을 보내 그녀를 쫓는다. 하지만 웨이드가 이끄는 현상금 사냥꾼 팀이 메이를 먼저 낚아채 국경을 넘으려던 순간 메이는 가까스로 도망을 치는데 성공한다. 메이를 찾던 현상금 사냥꾼들은 보스의 부하들과 마주치며 핏빛 전쟁으로 번지지만 이내 싸움에 지고 포로가 된다. 웨이드는 메이를 데리고 가까스로 탈출에 성공하지만 이 과정에서 팀원이 모두 죽게 되고 최악의 상황에 마주하게 되는데...,"스릴러, 액션, 미스터리"
675353,수퍼 소닉 2,강력한 파워의 ‘너클즈’와 함께 돌아온 천재 과학자 ‘닥터 로보트닉’에 맞서 지구를 구하기 위해 ‘소닉’과 새로운 파트너 ‘테일즈’가 전 세계를 누비는 스피드 액션 블록버스터.,"액션, 모험, 가족, 코미디"
